datetime,open,high,low,close,returns,log_ma_7,log_ma_14,log_ma_28,ema_crossover,macdh,predict
2004-06-01,54.150001525878906,54.29499816894531,53.875,54.25,0.0009224951357331,0.0046799801360329,0.002072303770137,-9.997735555046608e-05,1.007074726388595,0.2471475180711678,high
2004-06-02,54.3650016784668,54.560001373291016,54.130001068115234,54.400001525878906,0.0027650050853254,0.0045257701818937,0.0020143563153121,-0.0005767238892173,1.008788031054885,0.2534823334026111,high
2004-06-03,54.375,54.375,53.96500015258789,53.96500015258789,-0.0079963485494403,0.0028297905169738,0.0016286595959285,-0.0008640421154971,1.008684294653337,0.2183769296177124,high
2004-06-04,54.400001525878906,54.58000183105469,54.18000030517578,54.290000915527344,0.0060224360607894,0.0013195921513262,0.0020872383362039,-0.0004907356990956,1.0092715774797942,0.2071417182314354,high
2004-06-07,54.59999847412109,55.119998931884766,54.540000915527344,55.09999847412109,0.0149198295254049,0.0031599266140636,0.0039617712971616,-3.339414134687975e-05,1.0115821559632905,0.2419360939257175,high
2004-06-08,55.04999923706055,55.20000076293945,54.93000030517578,55.16999816894531,0.0012704119194684,0.0026781070673628,0.0034885494717131,0.0005308011841455,1.0138052209897594,0.2559805881993965,high
2004-06-09,55.09999847412109,55.09999847412109,54.625,54.68000030517578,-0.0088816001455904,0.0012578111599589,0.0029210082321072,0.0005471990822378,1.0137933278450246,0.2199620557202853,high
2004-06-10,54.775001525878906,54.85499954223633,54.70500183105469,54.80500030517578,0.0022860277853393,0.0014523768671305,0.0030509792214548,0.0009202216270533,1.0129767134034005,0.1931995278447837,high
2004-06-14,54.650001525878906,54.650001525878906,54.150001525878906,54.2400016784668,-0.0103092532353407,-0.0004184862547514,0.0020354088173154,0.0001632859060718,1.0104444039853198,0.1291669790722558,high
2004-06-15,54.5,54.900001525878906,54.47999954223633,54.685001373291016,0.0082042714058558,0.0018818155093402,0.0023530053035031,0.0004230830267323,1.0096144794870594,0.1092923309241001,high
2004-06-16,54.79999923706055,54.79999923706055,54.54999923706055,54.72499847412109,0.0007314089755077,0.0011352082343729,0.0012268821278439,0.0002997112421866,1.0091953579911124,0.0920414425852936,high
2004-06-17,54.665000915527344,54.720001220703125,54.375,54.709999084472656,-0.0002740866161107,-0.0010177172418306,0.0010616445452416,0.0006457415467357,1.008216218274136,0.0736198675305408,high
2004-06-18,54.6150016784668,54.994998931884766,54.525001525878906,54.72499847412109,0.0002741617601798,-0.0011625090498685,0.0007529513878781,0.0011539739736203,1.0078370671779224,0.0571768755690202,high
2004-06-21,54.82500076293945,54.90499877929688,54.56499862670898,54.59000015258789,-0.002466849251664,-0.0002352791401679,0.000510376892226,0.0015509459614033,1.007414998706224,0.0331331687974683,high
2004-06-22,54.505001068115234,54.79499816894531,54.32500076293945,54.73500061035156,0.0026561725106863,-0.0001830320570945,0.0006343380847617,0.0013430954696193,1.006347170744286,0.0233792428452989,high
2004-06-23,54.709999084472656,55.32500076293945,54.63999938964844,55.29999923706055,0.0103224375702688,0.0027680530610901,0.0011760526567336,0.0015894817389292,1.0073712308305798,0.0498432075138774,high
2004-06-24,55.29999923706055,55.380001068115234,55.10499954223633,55.19499969482422,-0.0018987259255865,0.0013290726462164,0.0016050419344326,0.0016166920814235,1.0089396671678377,0.0547492389524706,high
2004-06-25,55.17499923706055,55.38999938964844,54.959999084472656,55.1349983215332,-0.0010870798735893,0.0010671939064917,0.0011011568647269,0.0015876966910585,1.0092782114284409,0.0486328866421923,high
2004-06-28,55.150001525878906,55.17499923706055,54.6150016784668,54.65499877929688,-0.0087058956533759,-0.0001430948802878,-0.0005797494184236,0.0016642076790168,1.008007238834166,0.0090144008962143,low
2004-06-29,54.72499847412109,54.96500015258789,54.64500045776367,54.88999938964844,0.0042997093696868,0.0004292232270757,-0.0003649571618344,0.0015430967468082,1.0065847654127449,-0.003916612829464,high
2004-06-30,55.0,55.2599983215332,54.77000045776367,55.11000061035156,0.0040080383157121,0.0013514932471144,0.0005604179915589,0.001731091652102,1.006578021970714,-0.0003908702612535,high
2004-07-01,55.150001525878906,55.21500015258789,54.34999847412109,54.57500076293945,-0.0097078541369425,-0.0004156488052143,-0.0002997185832833,0.0013643652776539,1.005419197328744,-0.0349166903943888,low
2004-07-02,54.59999847412109,54.625,54.31499862670898,54.435001373291016,-0.002565265921966,-0.002250094578374,0.0002541151361836,0.0011399159243196,1.003057596796859,-0.066195003683145,low
2004-07-06,54.34999847412109,54.375,53.81999969482422,53.994998931884766,-0.0080830794581763,-0.003129935828915,-0.000899471389507,0.0007199649965564,0.999886290020788,-0.112792803827037,low
2004-07-07,54.0,54.22499847412109,53.92499923706055,54.02999877929688,0.0006482053542822,-0.0028908358343241,-0.0009068042937461,0.000157013231224,0.997535779907562,-0.1359792138652007,low
2004-07-08,53.95000076293945,54.06999969482422,53.525001525878906,53.54999923706055,-0.0088839450875621,-0.0028992170005745,-0.0015153495467761,-0.0002289894048929,0.9949182997836316,-0.1758324819918831,low
2004-07-09,53.59999847412109,53.82500076293945,53.59000015258789,53.71500015258789,0.0030812496335788,-0.0030921260663985,-0.0013212698270153,-0.0002846732581401,0.9930344376452934,-0.1824798595386316,low
2004-07-12,53.70000076293945,53.81499862670898,53.380001068115234,53.70000076293945,-0.0002792402421265,-0.0037232185382355,-0.0011657371257433,-0.0003273097468667,0.9919160176880883,-0.1790372521106238,low
2004-07-13,53.70000076293945,53.845001220703125,53.650001525878906,53.79499816894531,0.0017690391928526,-0.0020656308731712,-0.0012327094171957,-0.0002979462002788,0.9919090751504565,-0.162023104106793,low
2004-07-14,53.525001525878906,53.98500061035156,53.45000076293945,53.54999923706055,-0.0045543069100093,-0.002348873145894,-0.0022989875054807,-0.0005568399841581,0.9915728790610449,-0.1587229757099457,low
2004-07-15,53.67499923706055,53.77999877929688,53.400001525878906,53.41999816894531,-0.0024276577024722,-0.0015290645005928,-0.0023372438983076,-0.0003571962443995,0.9913268512703022,-0.1564908705240242,low
2004-07-16,53.70000076293945,53.71500015258789,53.125,53.17499923706055,-0.0045862774294738,-0.0022779799882983,-0.0025872028452998,-0.0007311738511272,0.9907660061452038,-0.1620274128989081,low
2004-07-19,53.275001525878906,53.32500076293945,52.90499877929688,53.17499923706055,0.0,-0.0010007539982423,-0.0019580475450851,-0.0012635977149842,0.989475150821664,-0.1561384056417239,low
2004-07-20,53.07500076293945,53.54999923706055,53.07500076293945,53.54999923706055,0.0070521862788979,-0.0004406516817919,-0.0017761407598503,-0.0010646296935582,0.9896346311723424,-0.1191093017747368,low
2004-07-21,53.84999847412109,53.869998931884766,52.650001525878906,52.650001525878906,-0.0168066801868183,-0.0028086880562985,-0.0032689092260387,-0.0013356751044093,0.9897494739483116,-0.1455992165574587,low
2004-07-22,52.54999923706055,52.97999954223633,52.22499847412109,52.83000183105469,0.003418809116032,-0.0025882853166133,-0.002325294381612,-0.0013012010676459,0.9872636812925756,-0.1412581761586365,low
2004-07-23,52.54999923706055,52.6349983215332,52.18000030517578,52.25,-0.0109786449167553,-0.0034974456987059,-0.0029192633566878,-0.0013128004348656,0.9849512487831648,-0.1660000597314364,low
2004-07-26,52.34999847412109,52.459999084472656,51.810001373291016,52.095001220703125,-0.0029664838142942,-0.0035773301165496,-0.002545430945931,-0.0017112036235168,0.9828852517021645,-0.1801724966058133,low
2004-07-27,52.244998931884766,52.70000076293945,52.17499923706055,52.61000061035156,0.0098857736362576,-0.0015293279259392,-0.0019066142170068,-0.0013995465336559,0.9832745806810954,-0.1438088990249185,low
2004-07-28,52.494998931884766,52.80500030517578,52.03499984741211,52.650001525878906,0.0007603291211419,-0.0014231535669139,-0.0012103007891455,-0.0013650370492558,0.984269732656736,-0.1076620573312653,low
2004-07-29,52.84999847412109,53.06499862670898,52.70000076293945,52.98500061035156,0.0063627554561036,-0.0015338533803921,-0.0009827673665406,-0.0011544458230875,0.9872111919090416,-0.0544744736208463,low
2004-07-30,52.935001373291016,53.150001525878906,52.78499984741211,53.150001525878906,0.0031141061362016,0.0013575153856498,-0.0007410790947122,-0.0009564126115734,0.9898579524742676,-0.004118991625708,high
2004-08-02,52.75,53.28499984741211,52.75,53.28499984741211,0.0025399495325972,0.0012337341393521,-0.000687672207954,-0.0009639809575778,0.9918160720074426,0.0399163588644752,high
2004-08-03,53.25,53.25,52.875,52.875,-0.0076944702746775,0.0016922195555792,-0.0009108841049331,-0.0016142532022879,0.993451675216763,0.0428104801478876,low
2004-08-04,52.54999923706055,52.94499969482422,52.43999862670898,52.73500061035156,-0.0026477425938238,0.0017298687475601,-0.0009252254513456,-0.0016402184539529,0.992774479903412,0.0368995860828212,low
2004-08-05,52.79999923706055,52.79999923706055,51.84999847412109,51.84999847412109,-0.0167820636387125,-0.0020545602877754,-0.0017921101310471,-0.0021944958364668,0.990943652783023,-0.0218486986323087,low
2004-08-06,51.54999923706055,51.57500076293945,51.04999923706055,51.125,-0.0139826132199974,-0.0041354069749516,-0.0027790399950796,-0.0023635441249729,0.9853369776748367,-0.1003738964930142,low
2004-08-09,51.2400016784668,51.32500076293945,51.07500076293945,51.13999938964844,0.0002933865945904,-0.0050261320069363,-0.0032769748255413,-0.0025169825603818,0.9816686701467954,-0.1397247524328093,low
2004-08-10,51.375,51.810001373291016,51.30500030517578,51.75,0.0119280527499388,-0.0038307974647621,-0.0012265278841703,-0.002260610592924,0.9816510133862496,-0.1141690040489867,low
2004-08-11,51.47499847412109,51.744998931884766,51.15499877929688,51.619998931884766,-0.0025120979345939,-0.00457509759375,-0.0016513742089014,-0.0019923594667869,0.9818467513778554,-0.0962356921708173,low
2004-08-12,51.54999923706055,51.59000015258789,51.04999923706055,51.04999923706055,-0.0110422260096588,-0.005038908946236,-0.0016404213530157,-0.0022871684698335,0.9815574559361824,-0.1118804134959153,low
2004-08-13,51.20000076293945,51.32500076293945,50.95000076293945,51.130001068115234,0.0015671269784585,-0.0044525573256728,-0.0013211264350821,-0.0019399093469345,0.9811195545485186,-0.1060144964217367,low
2004-08-16,51.27000045776367,51.8849983215332,51.25,51.775001525878906,0.0126149118773615,-0.0002085406394125,-0.0011445596326552,-0.0015295249094328,0.983256129273808,-0.0506751080965678,low
2004-08-17,52.01499938964844,52.2599983215332,51.91999816894531,52.03499984741211,0.0050216960670343,0.0025274627661754,-0.0008438407866917,-0.001028912813417,0.9874851825580744,0.0083178732911295,low
2004-08-18,51.900001525878906,52.65999984741211,51.900001525878906,52.65999984741211,0.0120111463790286,0.0042075034578737,-0.000446219694753,-0.0007171299510932,0.991484605622948,0.0897829427564513,high
2004-08-19,52.505001068115234,52.625,52.220001220703125,52.5,-0.0030383563971843,0.0020695657135073,-0.0008930371701596,-0.0008163187644468,0.995039010594902,0.1307610582692925,high
2004-08-20,52.45000076293945,53.0,52.400001525878906,52.93999862670898,0.0083809262230283,0.0036320643447796,-0.0004743214004665,-0.0005820332478711,0.99847139858265,0.182207064889587,high
2004-08-23,53.04999923706055,53.04999923706055,52.75,52.81999969482422,-0.0022666969209973,0.0048496579902531,-7.563740372370808e-05,-0.0004972088560979,1.0016586422974592,0.2013642354911141,high
2004-08-24,53.07500076293945,53.07500076293945,52.650001525878906,52.73500061035156,-0.0016092216009797,0.0043773282060449,0.0,-0.0004667825583569,1.0033958954387778,0.2010537973474595,high
2004-08-25,52.900001525878906,53.255001068115234,52.650001525878906,53.20500183105469,0.0089125100078384,0.0038839755055984,0.001861761180408,2.0449435563397223e-05,1.0049257074125273,0.2235182934943029,high
2004-08-26,53.20000076293945,53.28499984741211,53.125,53.18000030517578,-0.0004699093133817,0.0030990584341874,0.0028169519534384,3.4086319413311856e-06,1.006646887593327,0.2269806889476243,high
2004-08-27,53.25,53.459999084472656,53.22499847412109,53.375,0.0036667862674917,0.0019303596074435,0.0030547111791651,-0.0001192830283545,1.0081258965273836,0.2318740603658375,high
2004-08-30,53.29999923706055,53.32500076293945,52.98500061035156,52.994998931884766,-0.0071194579506367,0.0013342201322172,0.001697577683568,0.0002351436045435,1.0079647746050953,0.200184127909527,high
2004-08-31,53.07500076293945,53.18000030517578,52.73500061035156,53.18000030517578,0.0034909213514429,0.0006462602964093,0.002123029336969,0.0002384957493101,1.0071286640555035,0.1828266036867691,high
2004-09-01,53.22499847412109,53.52000045776367,53.0,53.27999877929688,0.0018803774642204,0.0012374882752199,0.0030270345803422,0.0007015313280113,1.0074301692269827,0.1695208801270373,high
