datetime,open,high,low,close,returns,log_ma_7,log_ma_14,log_ma_28,ema_crossover,macdh
2004-05-11,18.406667709350582,18.559999465942383,18.073333740234375,18.176666259765625,-0.012495550700256097,-0.006368219666595753,-0.00480262861306378,-0.0032096987813632835,0.9687749648724481,-0.13208871030173697
2004-05-12,18.03333282470703,18.36333274841309,17.816667556762695,18.35333251953125,0.00971939833415325,-0.003835298246901899,-0.004471286280141786,-0.0020518869951571786,0.9683781106334258,-0.10425065280309126
2004-05-13,18.35333251953125,18.540000915527344,17.933332443237305,18.416667938232425,0.0034508947426181713,-0.0019491916757830758,-0.004720280906040958,-0.0020936361912316094,0.9712488927924804,-0.07511291528498643
2004-05-14,18.433332443237305,18.566667556762695,18.219999313354492,18.35333251953125,-0.0034390270223471076,-0.0020833469856858583,-0.003925121821706811,-0.002242239992728623,0.9748966231157236,-0.05460065124732988
2004-05-17,18.21666717529297,18.416667938232425,18.046667098999023,18.233333587646484,-0.006538263923299259,0.00031278409792925046,-0.0049923268815099614,-0.002712425362856132,0.9756016906682232,-0.0440616407660992
2004-05-18,18.350000381469727,18.546667098999023,18.336666107177734,18.40333366394043,0.009323587235255948,0.003408131965401927,-0.0035610359840907353,-0.0017430995347692112,0.9791282487639666,-0.021718660140860102
2004-05-19,18.540000915527344,18.69333267211914,18.25,18.260000228881836,-0.007788449510071183,-0.0011434278937015841,-0.0035996102324806164,-0.001203692986274744,0.9822191823516163,-0.013095147145268271
2004-05-20,18.260000228881836,18.34666633605957,18.016666412353516,18.280000686645508,0.0010953153073918198,0.0008057370361320184,-0.0027957175305087464,-0.0015777030436762097,0.9817723363278683,-0.003069355519210115
2004-05-21,18.333332061767575,18.566667556762695,18.280000686645508,18.36333274841309,0.004558646533775024,7.794106846020356e-05,-0.001881151746579396,-0.0008719627042698212,0.9841527602728894,0.011358459317348801
2004-05-24,18.42333221435547,18.559999465942383,18.14666748046875,18.329999923706055,-0.0018151838320260572,-0.0006756862059606003,-0.0013124181253149443,-0.0015372588461919205,0.9857645366104658,0.0203178783955954
